domain,company_name,health_score,verdict,sector,total_signals,it_infrastructure_score,it_infrastructure_tier,it_infrastructure_budget,it_infrastructure_signals,engineering_product_score,engineering_product_tier,engineering_signals,sales_marketing_score,sales_marketing_tier,sales_marketing_signals,legal_compliance_score,legal_compliance_tier,legal_signals,hr_hiring_score,hr_hiring_signals,finance_revops_score,telecom_remote_score,corporate_dev_score,last_checked,trace_url
priviahealth.com,PriviaHealth,81,at_risk,general,18,100,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | DMARC Fully Enforced | Modern CDN | Web Application Firewall,98,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,96,Enterprise,Premium SaaS Stack | Active Advertising,82,Enterprise,Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=priviahealth.com
instanda.com,INSTANDA,81,at_risk,general,16,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=instanda.com
radar.com,Radar,81,at_risk,general,15,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,97,Enterprise,App Recently Updated | Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Enterprise Analytics Stack | Active Advertising,75,Enterprise,Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=radar.com
siteminder.com,Siteminder,81,at_risk,general,15,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,95,Enterprise,App Recently Updated | Moderate Infrastructure Footprint,96,Enterprise,Premium SaaS Stack | Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=siteminder.com
pointonenav.com,Point One Navigation,81,at_risk,general,16,94,Enterprise,Active,Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,99,Enterprise,High Shipping Velocity | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=pointonenav.com
clarisights.com,Clarisights,81,at_risk,general,14,97,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Business Email Provider,88,Enterprise,Moderate Infrastructure Footprint,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=clarisights.com
medallion.co,Medallion,81,at_risk,general,17,95,Enterprise,Active,Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,98,Enterprise,App Recently Updated | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,96,Enterprise,Premium SaaS Stack | Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=medallion.co
perryweather.com,Perry Weather,81,at_risk,general,16,94,Enterprise,Active,Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,97,Enterprise,App Recently Updated | Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Enterprise Analytics Stack | Active Advertising,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=perryweather.com
idexx.com,IDEXX Laboratories Inc,81,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | DMARC Fully Enforced | Enterprise CDN/WAF,98,Enterprise,App Recently Updated | SSO Infrastructure Detected | Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,91,Enterprise,Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=idexx.com
epaypolicy.com,Epay Policy,81,at_risk,general,17,94,Enterprise,Active,Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,100,Enterprise,Active Advertising | Growth Analytics Stack,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=epaypolicy.com
momos.com,Momos,81,at_risk,general,16,97,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Business Email Provider,98,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=momos.com
hopae.com,Hopae,81,at_risk,general,13,98,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Business Email Provider,92,Enterprise,App Recently Updated | Actively Shipping,100,Enterprise,Active Advertising | Growth Analytics Stack,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=hopae.com
gamma.app,Gamma,81,at_risk,general,11,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Business Email Provider,93,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,,Unknown,—,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=gamma.app
fiddler.ai,Fiddler Ai,81,at_risk,ai_ml,18,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,50,Growth,—,97,Enterprise,Premium SaaS Stack | Active Advertising | Rich Third-Party Integration,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=fiddler.ai
passage.com,Passage,81,at_risk,general,17,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,98,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=passage.com
airship.com,Airship,81,at_risk,media_social,15,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Enterprise CDN/WAF | Business Email Provider,100,Enterprise,App Recently Updated | Actively Shipping | Moderate Infrastructure Footprint | Public Status Page Active,84,Enterprise,Premium SaaS Stack,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=airship.com
aodocs.com,Altirnao,81,at_risk,general,15,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,93,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=aodocs.com
crexendo.com,Crexendo Inc,81,at_risk,general,14,96,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Business Email Provider,100,Enterprise,App Recently Updated | Actively Shipping | Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Active Advertising | Growth Analytics Stack,75,Enterprise,Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=crexendo.com
rackspace.com,Rackspace Technology Inc,81,at_risk,general,15,97,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Business Email Provider,96,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | Public Status Page Active,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=rackspace.com
spare.com,Spare,81,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,87,Enterprise,App Recently Updated,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=spare.com
abtasty.com,AB Tasty,81,at_risk,media_social,17,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,95,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=abtasty.com
mdhub.ai,mdhub,81,at_risk,general,17,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,95,Enterprise,App Recently Updated | Moderate Infrastructure Footprint,94,Enterprise,Active Advertising | Rich Third-Party Integration,93,Enterprise,Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=mdhub.ai
netboxlabs.com,Netboxlabs,81,at_risk,general,16,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN | Business Email Provider,95,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,50,Growth,—,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=netboxlabs.com
firstbase.io,Firstbaseio,81,at_risk,general,16,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,93,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Enterprise Analytics Stack | Active Advertising | Rich Third-Party Integration,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=firstbase.io
joomag.com,Joomag,81,at_risk,general,17,96,Enterprise,Active,DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=joomag.com
onespan.com,OneSpan,81,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | DMARC Fully Enforced | Enterprise CDN/WAF | Web Application Firewall,88,Enterprise,SSO Infrastructure Detected | Moderate Infrastructure Footprint,96,Enterprise,Premium SaaS Stack | Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=onespan.com
iverify.io,Iverify,81,at_risk,general,15,98,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Business Email Provider,98,Enterprise,App Recently Updated | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=iverify.io
shiftcare.com,ShiftCare,81,at_risk,general,15,94,Enterprise,Active,Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,100,Enterprise,Rich Internal Infrastructure | App Recently Updated | Actively Shipping | Public Status Page Active,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=shiftcare.com
vendoo.co,Vendoo,81,at_risk,general,15,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,95,Enterprise,App Recently Updated | Moderate Infrastructure Footprint,100,Enterprise,Active Advertising | Growth Analytics Stack | Rich Third-Party Integration,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=vendoo.co
ycombinator.com,Ycombinator,81,at_risk,general,14,94,Enterprise,Active,Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,95,Enterprise,App Recently Updated | Moderate Infrastructure Footprint,100,Enterprise,Active Advertising | Growth Analytics Stack,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=ycombinator.com
coram.ai,Coram Ai,81,at_risk,general,17,94,Enterprise,Active,Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,100,Enterprise,App Recently Updated | Actively Shipping | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,94,Enterprise,Active Advertising | Rich Third-Party Integration,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=coram.ai
versori.com,Versori,81,at_risk,general,16,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,50,Growth,—,100,Enterprise,Active Advertising | Growth Analytics Stack | Rich Third-Party Integration,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=versori.com
nylas.com,Nylas,81,at_risk,general,25,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,95,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,86,Enterprise,Premium SaaS Stack | Recent Funding (External Intel) | Enterprise Analytics Stack | ⚠ Funding Velocity | Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=nylas.com
adaptive.build,Adaptive,81,at_risk,general,16,92,Enterprise,Active,Verified SaaS Tooling | Modern CDN | Business Email Provider,100,Enterprise,High Shipping Velocity | Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected,92,Enterprise,Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=adaptive.build
adaptera.com,ADAPTERA,81,at_risk,general,13,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Business Email Provider,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,,Unknown,—,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=adaptera.com
readinghorizons.com,Reading Horizons,81,at_risk,general,17,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,95,Enterprise,SSO Infrastructure Detected | Moderate Infrastructure Footprint | Public Status Page Active,96,Enterprise,Premium SaaS Stack | Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=readinghorizons.com
calabrio.com,Calabrio,81,at_risk,general,15,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,92,Enterprise,App Recently Updated | Actively Shipping,97,Enterprise,Heavy Ad Spend | Premium SaaS Stack,98,Enterprise,Verified Vendor Spend | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=calabrio.com
coder.com,Coder,81,at_risk,general,15,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,82,Enterprise,Moderate Infrastructure Footprint,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=coder.com
popmenu.com,Popmenu,81,at_risk,general,13,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Business Email Provider,98,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,,Unknown,—,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=popmenu.com
zapier.com,Zapier,81,at_risk,enterprise_saas,19,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Enterprise CDN/WAF | Business Email Provider,95,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,97,Enterprise,Premium SaaS Stack | Active Advertising | Rich Third-Party Integration,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=zapier.com
exagen.com,Exagen Inc,81,actively_hiring,general,31,98,Enterprise,Active,Enterprise Email Gateway | DMARC Fully Enforced | Enterprise Email Security Gateway | Mature Security Posture | Fast TTFB,90,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,69,Growth,Active Advertising | ⚠ Pricing Page Redirected or Missing | Stable URL Structure | Rich Third-Party Integration,90,Enterprise,Verified Vendor Spend,50,—,50,100,100,2026-03-25,https://www.thesubspace.io/trace?domain=exagen.com
markhillersells.com,The Hiller Group,81,at_risk,general,13,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Business Email Provider,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,,Unknown,—,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=markhillersells.com
citizen.com,Citizen,81,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | Enterprise CDN/WAF | DMARC Quarantine | Business Email Provider,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=citizen.com
payzen.com,Payzen Inc,81,at_risk,general,14,96,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Business Email Provider,93,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Heavy Ad Spend | Growth Analytics Stack,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=payzen.com
1password.com,1Password,81,at_risk,cybersecurity,18,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,98,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,50,Growth,—,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=1password.com
svitla.com,Svitla Systems,81,at_risk,general,15,100,Enterprise,Active,DMARC Fully Enforced | Enterprise CDN/WAF | Verified SaaS Tooling | Business Email Provider,50,Growth,—,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=svitla.com
ridewithvia.com,Via Transportation Inc,81,at_risk,general,13,95,Enterprise,Active,Verified SaaS Tooling | Enterprise CDN/WAF | Business Email Provider,100,Enterprise,App Recently Updated | Actively Shipping | Moderate Infrastructure Footprint,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=ridewithvia.com
saracademy.org,Sar,81,at_risk,general,17,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=saracademy.org
airwallex.com,Airwallex,81,at_risk,general,15,100,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | DMARC Fully Enforced | Enterprise CDN/WAF | Web Application Firewall,96,Enterprise,Rich Internal Infrastructure | App Recently Updated,50,Growth,—,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=airwallex.com
meter.com,Meter,81,at_risk,general,16,99,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider,92,Enterprise,App Recently Updated | Moderate Infrastructure Footprint,96,Enterprise,Premium SaaS Stack | Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present | Active H-1B Filer,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=meter.com
karat.com,Karat,81,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,97,Enterprise,App Recently Updated | Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Premium SaaS Stack | Enterprise Analytics Stack | Active Advertising,82,Enterprise,Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=karat.com
novavax.com,Novavax Inc,81,at_risk,general,17,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Enterprise CDN/WAF | Business Email Provider | Web Application Firewall,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,75,Enterprise,Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=novavax.com
republicbank.com,Republic Bancorp Inc,81,at_risk,general,15,100,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | Enterprise CDN/WAF | DMARC Quarantine | Web Application Firewall,97,Enterprise,Rich Internal Infrastructure | App Recently Updated | SSO Infrastructure Detected,92,Enterprise,Active Advertising,75,Enterprise,Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=republicbank.com
immucell.com,ImmuCell Corp,81,actively_hiring,general,19,76,Enterprise,Active,DMARC Fully Enforced,50,Growth,—,100,Enterprise,Stable URL Structure,90,Enterprise,Verified Vendor Spend,50,—,,100,100,2026-03-25,https://www.thesubspace.io/trace?domain=immucell.com
foghorntx.com,Foghorn Therapeutics Inc,81,at_risk,general,17,96,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Web Application Firewall,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=foghorntx.com
adapthealth.com,Adapthealth Corp,81,at_risk,general,17,97,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Business Email Provider,98,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,94,Enterprise,Active Advertising | Rich Third-Party Integration,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=adapthealth.com
sift.com,Sift,81,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,100,Enterprise,App Recently Updated | Actively Shipping | Moderate Infrastructure Footprint | Public Status Page Active,96,Enterprise,Premium SaaS Stack | Active Advertising,75,Enterprise,Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=sift.com
read.ai,Read Ai,81,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,97,Enterprise,App Recently Updated | Moderate Infrastructure Footprint | Public Status Page Active,94,Enterprise,Active Advertising | Rich Third-Party Integration,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=read.ai
abgprint.com,ABG Print,81,at_risk,general,17,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,94,Enterprise,Heavy Ad Spend,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=abgprint.com
junior.ai,Junior,81,at_risk,general,17,100,Enterprise,Active,Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,97,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,95,Enterprise,SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=junior.ai
take2games.com,Take-Two Interactive Software Inc,81,at_risk,general,15,100,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | DMARC Fully Enforced | Enterprise CDN/WAF,96,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | Public Status Page Active,92,Enterprise,Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=take2games.com
reeds.com,REEDS Jewelers,81,at_risk,general,12,100,Enterprise,Active,Verified SaaS Tooling | Business Email Provider,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,,Unknown,—,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=reeds.com
homebuddy.com,HomeBuddy,81,at_risk,general,17,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=homebuddy.com
appsflyer.com,AppsFlyer,81,at_risk,media_social,17,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,98,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | Public Status Page Active,96,Enterprise,Premium SaaS Stack | Active Advertising,82,Enterprise,Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=appsflyer.com
magicschool.ai,Magicschool,81,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,93,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Active Advertising | Growth Analytics Stack | Rich Third-Party Integration,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=magicschool.ai
prefect.io,Prefect,81,at_risk,cloud_infra,16,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN | Business Email Provider,89,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=prefect.io
